"","database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","support_type","pubmed_id","type"
"256","tarbase","","hsa-miR-217","THUMPD1","55623","ENSG00000066654","Degradome sequencing","positive","","validated"
"257","tarbase","","hsa-miR-217","AP5M1","55745","ENSG00000053770","Degradome sequencing","positive","","validated"
"258","tarbase","","hsa-miR-217","ANKH","56172","ENSG00000154122","Degradome sequencing","positive","","validated"
"259","tarbase","","hsa-miR-217","CCDC47","57003","ENSG00000108588","Degradome sequencing","positive","","validated"
"260","tarbase","","hsa-miR-217","TWSG1","57045","ENSG00000128791","Degradome sequencing","positive","","validated"
"261","tarbase","","hsa-miR-217","PNPLA2","57104","ENSG00000177666","Degradome sequencing","positive","","validated"
"262","tarbase","","hsa-miR-217","RTN4","57142","ENSG00000115310","Degradome sequencing","positive","","validated"
"263","tarbase","","hsa-miR-217","INTS2","57508","ENSG00000108506","Degradome sequencing","positive","","validated"
"264","tarbase","","hsa-miR-217","KIAA1324","57535","ENSG00000116299","Degradome sequencing","positive","","validated"
"265","tarbase","","hsa-miR-217","VAT1L","57687","ENSG00000171724","Degradome sequencing","positive","","validated"
"266","tarbase","","hsa-miR-217","ZSWIM6","57688","ENSG00000130449","Degradome sequencing","positive","","validated"
"267","tarbase","","hsa-miR-217","RAP2C","57826","ENSG00000123728","Degradome sequencing","positive","","validated"
"268","tarbase","","hsa-miR-217","SPCS3","60559","ENSG00000129128","Degradome sequencing","positive","","validated"
"269","tarbase","","hsa-miR-217","CCDC14","64770","ENSG00000175455","Degradome sequencing","positive","","validated"
"270","tarbase","","hsa-miR-217","RAPH1","65059","ENSG00000173166","Degradome sequencing","positive","","validated"
"271","tarbase","","hsa-miR-217","RSRC2","65117","ENSG00000111011","Degradome sequencing","positive","","validated"
"272","tarbase","","hsa-miR-217","CEP70","80321","ENSG00000114107","Degradome sequencing","positive","","validated"
"273","tarbase","","hsa-miR-217","TNKS2","80351","ENSG00000107854","Degradome sequencing","positive","","validated"
"274","tarbase","","hsa-miR-217","CCNL2","81669","ENSG00000221978","Degradome sequencing","positive","","validated"
"275","tarbase","","hsa-miR-217","VANGL1","81839","ENSG00000173218","Degradome sequencing","positive","","validated"
"276","tarbase","","hsa-miR-217","FAR1","84188","ENSG00000197601","Degradome sequencing","positive","","validated"
"277","tarbase","","hsa-miR-217","SYVN1","84447","ENSG00000162298","Degradome sequencing","positive","","validated"
"278","tarbase","","hsa-miR-217","PYROXD2","84795","ENSG00000119943","Degradome sequencing","positive","","validated"
"279","tarbase","","hsa-miR-217","TMEM87B","84910","ENSG00000153214","Degradome sequencing","positive","","validated"
"280","tarbase","","hsa-miR-217","ZIC5","85416","ENSG00000139800","Degradome sequencing","positive","","validated"
"281","tarbase","","hsa-miR-217","TMEM41A","90407","ENSG00000163900","Degradome sequencing","positive","","validated"
"282","tarbase","","hsa-miR-217","PIGM","93183","ENSG00000143315","Degradome sequencing","positive","","validated"
"283","tarbase","","hsa-miR-217","IQCK","124152","ENSG00000174628","Degradome sequencing","positive","","validated"
"284","tarbase","","hsa-miR-217","FAM168B","130074","ENSG00000152102","Degradome sequencing","positive","","validated"
"285","tarbase","","hsa-miR-217","MTPN","136319","ENSG00000105887","Degradome sequencing","positive","","validated"
"286","tarbase","","hsa-miR-217","ZNF597","146434","ENSG00000167981","Degradome sequencing","positive","","validated"
"287","tarbase","","hsa-miR-217","MIER3","166968","ENSG00000155545","Degradome sequencing","positive","","validated"
"288","tarbase","","hsa-miR-217","ZNF800","168850","ENSG00000048405","Degradome sequencing","positive","","validated"
"289","tarbase","","hsa-miR-217","ZNF721","170960","ENSG00000182903","Degradome sequencing","positive","","validated"
"290","tarbase","","hsa-miR-217","SYNPO2","171024","ENSG00000172403","Degradome sequencing","positive","","validated"
"291","tarbase","","hsa-miR-217","FOXK1","221937","ENSG00000164916","Degradome sequencing","positive","","validated"
"292","tarbase","","hsa-miR-217","TMED4","222068","ENSG00000158604","Degradome sequencing//Degradome sequencing","positive","","validated"
"293","tarbase","","hsa-miR-217","KCTD20","222658","ENSG00000112078","Degradome sequencing//Degradome sequencing","positive","","validated"
"294","tarbase","","hsa-miR-217","ZDHHC20","253832","ENSG00000180776","Degradome sequencing","positive","","validated"
"295","tarbase","","hsa-miR-217","SPRYD4","283377","ENSG00000176422","Degradome sequencing","positive","","validated"
"296","tarbase","","hsa-miR-217","FAM102B","284611","ENSG00000162636","Degradome sequencing","positive","","validated"
"297","tarbase","","hsa-miR-217","FAM126B","285172","ENSG00000155744","Degradome sequencing","positive","","validated"
"298","tarbase","","hsa-miR-217","RGMB","285704","ENSG00000174136","Degradome sequencing","positive","","validated"
"299","tarbase","","hsa-miR-217","ATP11C","286410","ENSG00000101974","Degradome sequencing//Degradome sequencing","positive","","validated"
"300","tarbase","","hsa-miR-217","GEN1","348654","ENSG00000178295","Degradome sequencing","positive","","validated"
"301","tarbase","","hsa-miR-217","MIA3","375056","ENSG00000154305","Degradome sequencing","positive","","validated"
"302","tarbase","","hsa-miR-217","MAST4","375449","ENSG00000069020","Degradome sequencing","positive","","validated"
"303","tarbase","","hsa-miR-217","GALC","2581","ENSG00000054983","Degradome sequencing","positive","","validated"
"304","tarbase","","hsa-miR-217","MEN1","4221","ENSG00000133895","Degradome sequencing","positive","","validated"
"305","tarbase","","hsa-miR-217","PEX5","5830","ENSG00000139197","Degradome sequencing","positive","","validated"
"306","tarbase","","hsa-miR-217","ATP2C1","27032","ENSG00000017260","Degradome sequencing","positive","","validated"
"307","tarbase","","hsa-miR-217","MOG","4340","ENSG00000204655","Degradome sequencing","positive","","validated"
"308","tarbase","","hsa-miR-217","MSL1","339287","ENSG00000188895","Degradome sequencing","positive","","validated"
"309","tarbase","","hsa-miR-217","PAIP2","51247","ENSG00000120727","Degradome sequencing","positive","","validated"
"310","tarbase","","hsa-miR-217","FAM220A","84792","ENSG00000178397","Degradome sequencing","positive","","validated"
"311","tarbase","","hsa-miR-217","GGPS1","9453","ENSG00000152904","Degradome sequencing","positive","","validated"
"312","tarbase","","hsa-miR-217","TRO","7216","ENSG00000067445","Degradome sequencing","positive","","validated"
"313","tarbase","","hsa-miR-217","MYH14","79784","ENSG00000105357","Degradome sequencing","positive","","validated"
"314","tarbase","","hsa-miR-217","JMJD6","23210","ENSG00000070495","Degradome sequencing","positive","","validated"
"315","tarbase","","hsa-miR-217","RAP1GDS1","5910","ENSG00000138698","Degradome sequencing","positive","","validated"
"316","tarbase","","hsa-miR-217","TTC13","79573","ENSG00000143643","Degradome sequencing","positive","","validated"
"317","tarbase","","hsa-miR-217","ZNF680","340252","ENSG00000173041","Degradome sequencing","positive","","validated"
"318","tarbase","","hsa-miR-217","JDP2","122953","ENSG00000140044","Degradome sequencing","positive","","validated"
"319","tarbase","","hsa-miR-217","TTC39C","125488","ENSG00000168234","Degradome sequencing","positive","","validated"
"320","tarbase","","hsa-miR-217","ZNF692","55657","ENSG00000171163","Degradome sequencing","positive","","validated"
"321","tarbase","","hsa-miR-217","SMC6","79677","ENSG00000163029","Degradome sequencing","positive","","validated"
"322","tarbase","","hsa-miR-217","SCAI","286205","ENSG00000173611","Degradome sequencing","positive","","validated"
"323","tarbase","","hsa-miR-217","TANC1","85461","ENSG00000115183","Degradome sequencing","positive","","validated"
"324","tarbase","","hsa-miR-217","KDM5C","8242","ENSG00000126012","Degradome sequencing","positive","","validated"
"325","tarbase","","hsa-miR-217","FHIT","2272","ENSG00000189283","Degradome sequencing","positive","","validated"
"326","tarbase","","hsa-miR-217","BCAR1","9564","ENSG00000050820","Degradome sequencing","positive","","validated"
"327","tarbase","","hsa-miR-217","PIKFYVE","200576","ENSG00000115020","Degradome sequencing","positive","","validated"
"328","tarbase","","hsa-miR-217","RNF135","84282","ENSG00000181481","Degradome sequencing","positive","","validated"
"329","tarbase","","hsa-miR-217","EIF1AD","84285","ENSG00000175376","Degradome sequencing","positive","","validated"
"330","tarbase","","hsa-miR-217","ZFAND6","54469","ENSG00000086666","Degradome sequencing","positive","","validated"
"331","tarbase","","hsa-miR-217","ELK4","2005","ENSG00000158711","Degradome sequencing","positive","","validated"
"332","tarbase","","hsa-miR-217","UPF1","5976","ENSG00000005007","Degradome sequencing","positive","","validated"
"333","tarbase","","hsa-miR-217","YWHAB","7529","ENSG00000166913","Degradome sequencing","positive","","validated"
"334","tarbase","","hsa-miR-217","HDAC3","8841","ENSG00000171720","Degradome sequencing","negative","","validated"
"335","tarbase","","hsa-miR-217","WASL","8976","ENSG00000106299","Degradome sequencing","positive","","validated"
"336","tarbase","","hsa-miR-217","GPC5","2262","ENSG00000179399","Degradome sequencing","positive","","validated"
"337","tarbase","","hsa-miR-217","RAB4A","5867","ENSG00000168118","Degradome sequencing","positive","","validated"
"338","tarbase","","hsa-miR-217","DMWD","1762","ENSG00000185800","Degradome sequencing","positive","","validated"
"339","tarbase","","hsa-miR-217","TRIM28","10155","ENSG00000130726","Degradome sequencing","positive","","validated"
"340","tarbase","","hsa-miR-217","MICB","4277","ENSG00000204516","Degradome sequencing","positive","","validated"
"341","tarbase","","hsa-miR-217","SPAG5","10615","ENSG00000076382","Degradome sequencing","positive","","validated"
"342","tarbase","","hsa-miR-217","SLC20A2","6575","ENSG00000168575","Degradome sequencing","positive","","validated"
"343","tarbase","","hsa-miR-217","MEA1","4201","ENSG00000124733","Degradome sequencing","positive","","validated"
"344","tarbase","","hsa-miR-217","TM9SF4","9777","ENSG00000101337","Degradome sequencing","positive","","validated"
"345","tarbase","","hsa-miR-217","NPDC1","56654","ENSG00000107281","Degradome sequencing//Degradome sequencing//Degradome sequencing","positive","","validated"
"346","tarbase","","hsa-miR-217","CNOT1","23019","ENSG00000125107","Degradome sequencing","positive","","validated"
"347","tarbase","","hsa-miR-217","ZNF581","51545","ENSG00000171425","Degradome sequencing","positive","","validated"
"348","tarbase","","hsa-miR-217","DYM","54808","ENSG00000141627","Degradome sequencing","positive","","validated"
"349","tarbase","","hsa-miR-217","GPN2","54707","ENSG00000142751","Degradome sequencing","positive","","validated"
"350","tarbase","","hsa-miR-217","SUDS3","64426","ENSG00000111707","Degradome sequencing","positive","","validated"
"351","tarbase","","hsa-miR-217","FAM78A","286336","ENSG00000126882","Degradome sequencing//Degradome sequencing","positive","","validated"
"352","tarbase","","hsa-miR-217","CCDC114","93233","ENSG00000105479","Degradome sequencing","positive","","validated"
"353","tarbase","","hsa-miR-217","TRIM11","81559","ENSG00000154370","Degradome sequencing","positive","","validated"
"354","tarbase","","hsa-miR-217","KIF18B","146909","ENSG00000186185","Degradome sequencing","positive","","validated"
"355","tarbase","","hsa-miR-217","RPL26","6154","ENSG00000161970","Degradome sequencing","positive","","validated"
"356","tarbase","","hsa-miR-217","SLC4A2","6522","ENSG00000164889","Degradome sequencing","positive","","validated"
"357","tarbase","","hsa-miR-217","PPP1R3E","90673","ENSG00000235194","Degradome sequencing","positive","","validated"
"358","tarbase","","hsa-miR-217","GDF2","2658","ENSG00000263761","Degradome sequencing//Degradome sequencing//Degradome sequencing//Degradome sequencing","positive","","validated"
"359","tarbase","","hsa-miR-217","GAN","8139","ENSG00000261609","Degradome sequencing","positive","","validated"
"360","tarbase","","hsa-miR-217","CNIH1","10175","ENSG00000100528","Degradome sequencing","positive","","validated"
"361","tarbase","","hsa-miR-217","AFDN","4301","ENSG00000130396","Degradome sequencing","positive","","validated"
"362","tarbase","","hsa-miR-217","ARPIN","348110","ENSG00000242498","Degradome sequencing","positive","","validated"
"363","tarbase","","hsa-miR-217","DACH1","1602","ENSG00000276644","Degradome sequencing","positive","","validated"
"364","tarbase","","hsa-miR-217","CCDC191","57577","ENSG00000163617","Degradome sequencing","positive","","validated"
"365","tarbase","","hsa-miR-217","MFSD14A","64645","ENSG00000156875","Degradome sequencing//Degradome sequencing","positive","","validated"
"366","tarbase","","hsa-miR-217","MTURN","222166","ENSG00000180354","Degradome sequencing","positive","","validated"
"367","tarbase","","hsa-miR-217","PATJ","10207","ENSG00000132849","Degradome sequencing","positive","","validated"
"368","tarbase","","hsa-miR-217","WASH4P","","ENSG00000234769","Degradome sequencing","positive","","validated"
"369","tarbase","","hsa-miR-217","NEXMIF","340533","ENSG00000050030","Degradome sequencing","positive","","validated"
"370","tarbase","","hsa-miR-217","SEPTIN7","989","ENSG00000122545","Degradome sequencing","positive","","validated"
"371","tarbase","","hsa-miR-217","ADSS2","159","ENSG00000035687","Degradome sequencing","positive","","validated"
"372","tarbase","","hsa-miR-217","SLC66A2","80148","ENSG00000122490","Degradome sequencing","positive","","validated"
"373","tarbase","","hsa-miR-217","STING1","340061","ENSG00000184584","Degradome sequencing","positive","","validated"
"374","tarbase","","hsa-miR-217","RETREG2","79137","ENSG00000144567","Degradome sequencing","positive","","validated"
"375","tarbase","","hsa-miR-375","BDNF","627","ENSG00000176697","Degradome sequencing","positive","","validated"
"376","tarbase","","hsa-miR-375","SMC1A","8243","ENSG00000072501","Degradome sequencing","positive","","validated"
"377","tarbase","","hsa-miR-375","BCL2","596","ENSG00000171791","Degradome sequencing//Degradome sequencing","positive","","validated"
