"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060411","GO:0060411","cardiac septum morphogenesis","68/14183","72/18870",1.69023482996912e-05,0.000141548837994654,7.63814536207083e-05,"6659/4193/53834/55636/7048/4853/7049/7157/7046/2627/4091/4092/7474/8829/9421/54583/2535/187/3516/4089/652/3280/6926/7468/659/6608/10512/182/9241/6092/6664/8321/8701/23414/23462/55742/9353/6091/4851/6899/7042/60485/6909/8828/9249/3491/657/1482/3670/10370/64783/4488/54903/5629/4846/6910/7481/161882/655/90/2022/2263/653/2253/23493/6586/26508/4036",68
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","131/14183","147/18870",1.69556962962931e-05,0.000141623397767072,7.64216869697034e-05,"5962/329/1654/3297/5216/6712/6840/8408/8874/10382/10565/29767/85464/136319/24144/2288/8780/3312/256949/5756/3925/6622/118/120/1452/9928/11078/25999/54434/91663/24139/5580/8543/84079/2033/6711/11315/258010/23210/11075/9168/4133/6653/2059/2932/5217/6662/22943/29103/85477/152485/51185/119/9353/112476/345611/5894/1859/3309/822/829/2039/6709/6904/51339/55737/6812/64853/80772/55604/998/56998/22919/23521/81559/57482/22900/832/3375/3670/25827/1410/54209/80206/585/8195/50853/50964/5734/5590/830/6714/7114/7417/2314/51571/54961/26146/51451/23189/2934/25959/11013/11344/22933/2629/83700/84885/163782/286527/29997/7067/10677/9026/3146/1191/1366/6708/6710/4985/11074/146206/57731/147138/51332/5830/10013/25802/7111/7429/29765",131
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","131/14183","147/18870",1.69556962962931e-05,0.000141623397767072,7.64216869697034e-05,"387/596/7057/7048/378/1026/11334/7099/7157/2308/329/384/4137/5879/6526/7020/10193/23530/1432/3091/6622/4780/3692/9263/5580/1545/6648/11315/6850/8837/59272/2885/2643/1182/4314/2534/5159/6647/8870/3240/200576/5547/84334/2771/185/5465/1719/1497/2150/2305/5336/5873/7124/23408/10229/7416/65018/10811/8838/672/664/1647/3099/5446/8644/120892/84275/2539/2147/3689/5155/84329/1410/9474/4504/11035/22/8678/5880/10516/80149/55022/64581/57103/55486/4358/5165/9506/26574/51181/10131/240/440503/3630/655/7040/215/7001/22933/1535/706/255027/1645/873/6571/8737/683/10333/10901/730249/575/283120/2950/124056/56848/183/23410/83875/7755/54/7305/2902/405753/140823/948/7350/7498/2185/5076/613/10013",131
"GO:0071241","GO:0071241","cellular response to inorganic substance","198/14183","229/18870",1.71815101924339e-05,0.00014332168122563,7.73381011279715e-05,"1027/7184/5743/10105/2308/890/1017/142/468/641/817/1147/1398/1906/3297/4208/5025/5562/5563/5594/5599/7020/7474/29904/79800/140609/9066/4548/288/3766/7226/27347/3747/3725/6622/25932/118/3184/4780/5311/7341/673/254428/7846/8826/999/546/4204/4205/29957/6609/84301/8837/9775/10058/1050/4314/4318/2353/567/1965/3162/3981/4884/5176/6505/6558/23385/57699/64116/131034/144402/23208/3736/10235/241/3745/63928/56160/2983/498/207/5601/1894/4520/8904/9076/9451/3707/79085/3726/107/23621/1956/2039/2167/5336/6857/6861/221184/1728/2931/7054/84059/1393/1385/664/8644/27132/120892/114/26149/8895/1543/4501/7351/84329/127833/8437/3786/4504/22871/4493/1800/8678/2354/4494/23400/4496/4502/57103/645745/5888/1742/2741/6331/4490/654/811/1585/5621/57586/26/113/210/4656/2203/6569/4495/8914/1740/3625/3727/5595/5641/8820/9131/84557/91683/706/358/3777/4968/9350/7186/80271/11277/538/84560/1544/51507/8912/30061/6559/6860/4773/3756/6469/9362/51760/55512/3077/3292/359/6261/125981/148281/151835/54106/90019/6263/23514/3706/4499/825/2822/57192/143425",198
"GO:0030100","GO:0030100","regulation of endocytosis","248/14183","291/18870",1.7330651992554e-05,0.000144376791043851,7.79074510625026e-05,"558/23011/10188/27/60/71/382/1902/3643/3685/4035/4043/5795/5879/7275/7474/23327/23345/29904/29978/51479/57534/399687/9066/60682/8898/8976/5867/867/9863/6622/3673/7376/25999/196527/1861/22848/23237/2332/302/949/1948/5534/84896/85439/6609/375/6850/20/9711/5530/929/961/5054/5291/6093/6347/10960/11252/51429/55680/255738/8291/28514/7422/3690/55589/567/3553/4908/5770/5806/6386/6647/7052/8301/9829/9892/22943/88455/23208/1813/5532/284/29993/25875/26045/55681/57118/84251/721/55529/5587/857/7251/4289/5869/9765/9784/26060/140885/1173/79872/25/3190/967/1201/1265/1445/2150/5336/5873/7124/8650/8724/8877/26585/29934/30844/53916/55697/3560/9463/10326/3092/3601/64284/84058/10399/3024/998/8674/718/5538/6424/29763/55646/64127/120892/192683/6311/9094/636/1012/6441/10211/11031/64422/7249/3055/11037/6366/9474/2042/22871/54209/84062/112755/335/336/100506013/2621/3600/5359/8527/55198/2213/409/64581/10062/7097/1742/6714/10461/811/27342/29108/79772/338692/341/408/150696/3958/26119/160/274/977/1175/5898/9779/10347/55333/57030/348/1535/90678/80230/6457/10825/23513/51160/55738/7448/90416/5322/54806/4983/6401/9026/3146/154664/10859/6363/6860/347730/5788/79890/1191/933/1815/2624/5199/11314/124912/284654/3077/55423/1609/197/6014/8547/8862/7287/345/566/5657/50632/89780/948/10584/114781/1950/124930/5533/3561/613/1794/146395",248
"GO:0010976","GO:0010976","positive regulation of neuron projection development","140/14183","158/18870",1.81284009344051e-05,0.000150825455815879,8.13872280509845e-05,"5764/2146/4076/27/2316/3480/4915/5048/7074/7474/8036/8428/8507/8829/9693/10690/23394/29904/80823/2011/55714/9863/257194/5756/466/4780/4919/4921/9139/23028/27020/4067/673/84079/2033/5997/7436/23369/57498/170506/11075/8837/55754/7422/5649/6280/482/950/1627/2281/2534/3675/5176/5274/8321/8850/23064/27067/54664/347733/29993/1855/2048/57118/389658/5587/3655/56963/2909/162427/627/25/1809/5906/8724/10938/54606/65009/8175/79625/5979/5754/7804/9760/2042/22871/23242/9897/2896/65981/91752/2889/5584/4690/5753/4192/655/160/11344/23654/51517/348/10458/1268/6376/8536/81545/653/23191/411/6324/10677/4916/780/2056/5365/1996/57463/816/57554/5526/2242/153090/154288/158866/4914/6014/221914/126520/163404/1272/64175/9638/2185/64221/51657/238/3706/51761/4058",140
"GO:1903828","GO:1903828","negative regulation of protein localization","189/14183","218/18870",1.82712421601594e-05,0.000151815679643672,8.19215647255074e-05,"1213/1495/64114/5978/2308/58476/382/2664/4130/4137/5525/6720/9113/9258/9530/23327/25831/25942/26056/51465/54741/55432/58489/90007/201163/10956/285381/4140/7295/7327/8500/5211/56957/4756/7415/10959/80762/7341/65125/3638/3998/9647/11315/258010/9500/51009/55691/9555/5530/2475/5781/5905/57120/3767/26524/3033/7534/80223/1595/2281/2932/3156/3553/3592/4763/5569/8301/8609/8622/10961/23409/23433/26297/51763/88455/112609/337867/1813/116372/27248/94121/84830/284/1113/3745/3667/207/9475/6047/65267/1173/64771/598/56943/88/1445/2039/2150/2633/8650/8724/11261/29934/54602/55737/79651/84445/415116/137886/81926/2781/10434/11142/283514/3301/120892/4345/51588/84522/9750/4856/54585/7447/580/2824/7351/51104/51569/55968/26022/2665/9727/9201/347/56623/91461/56246/6248/150/25885/26272/91543/55022/3593/10062/55612/7013/51715/89958/150684/9528/3630/51684/29969/7040/10391/1020/1025/3625/6422/6672/30851/131578/91942/348/51548/2149/9270/56850/23650/689/23245/146057/5715/6833/160140/6688/6860/130399/1815/64285/2867/8326/948/166614/11060/65266/131177/353500",189
"GO:0006405","GO:0006405","RNA export from nucleus","85/14183","92/18870",1.85801049639525e-05,0.000154181001217799,8.3197920665067e-05,"4928/9883/23381/3181/7175/7248/7514/8021/8480/9631/9877/9972/11260/23049/23636/55308/10482/8888/100101267/9688/9887/23279/57122/10189/65125/2332/11052/80145/9775/6741/29890/3267/5901/22916/57187/91746/4927/8106/10657/6428/54890/7919/26097/84248/57510/56943/3178/10212/55916/65083/5976/29072/84271/4686/29107/29118/2733/22794/26019/79228/1660/23511/84321/79902/9939/8563/6830/9984/3087/54888/55677/55795/11269/4869/4116/51808/84324/26993/55421/55746/56000/55051/55110/23293/160419",85
"GO:0050684","GO:0050684","regulation of mRNA processing","116/14183","129/18870",1.86629694926858e-05,0.000154667236120789,8.34602988605909e-05,"4928/9967/5725/5978/9513/677/708/1207/3181/3192/6651/7536/10521/10772/27316/4858/6433/10262/10284/3312/10921/84081/54033/8241/1655/3191/5935/10419/79577/10658/55147/79882/51341/135295/22938/2332/4691/10914/170506/11338/23210/1153/9584/29890/4654/4857/6431/8087/9444/9589/10659/22916/56853/79811/91746/60677/10657/55234/58517/123169/6428/6434/6732/51574/1859/5936/3190/3178/10768/54715/26528/57703/4686/6733/10656/221662/79810/7072/580/6429/6432/9588/29896/83989/57060/64783/1660/27339/9939/6294/8683/494115/23543/6830/10179/54502/1025/6625/10181/10250/54623/55677/79084/79171/4869/4116/9667/282996/84530/146713/26576/283375/3167/55110/22827/79066",116
"GO:0045740","GO:0045740","positive regulation of DNA replication","38/14183","38/18870",1.91646383007329e-05,0.000158002897659212,8.5260261903036e-05,"11177/7126/1017/2736/5111/6416/23175/81620/1763/466/27154/144455/8467/546/2735/54617/983/2069/7349/79915/1956/79733/11143/6742/8317/10926/25792/1660/4142/10361/58525/11124/8412/2021/80169/79991/80174/1950",38
"GO:0045815","GO:0045815","transcription initiation-coupled chromatin remodeling","38/14183","38/18870",1.91646383007329e-05,0.000158002897659212,8.5260261903036e-05,"7157/1386/5929/6598/6602/8289/27005/51504/4221/57492/4297/84656/10432/2033/6597/9555/29104/140690/5290/8850/11091/10269/6944/93649/23558/11143/51547/26155/64855/9070/29117/84661/11240/112869/56848/5253/6688/100129583",38
"GO:0090151","GO:0090151","establishment of protein localization to mitochondrial membrane","38/14183","38/18870",1.91646383007329e-05,0.000158002897659212,8.5260261903036e-05,"3320/5018/5599/4836/9868/26521/64112/401505/1678/8546/56993/100188893/90580/581/23788/55750/9804/26520/9141/158234/23787/51079/29928/26519/3308/4580/10452/26515/26517/10651/25813/54543/617/79568/27113/3002/140823/285521",38
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","38/14183","38/18870",1.91646383007329e-05,0.000158002897659212,8.5260261903036e-05,"6591/596/6498/7178/22954/55031/64844/23028/23411/960/1032/6615/57007/51499/6880/25946/79915/138151/6387/3190/598/51616/972/4582/6423/51588/57805/6154/220042/4282/6188/3622/54929/637/84893/5883/1191/80237",38
"GO:0042692","GO:0042692","muscle cell differentiation","350/14183","419/18870",1.92262105699922e-05,0.000158305736385737,8.54236773183251e-05,"4193/6722/30846/4086/596/5925/3915/4811/27250/4627/6935/1073/5725/80306/3398/836/2146/1786/2627/7494/27086/71/81/488/607/858/1147/1756/1906/3192/3481/4000/4208/5339/5915/6095/6416/6497/7248/7504/7528/8038/8554/9150/9456/11096/11146/11149/22954/23345/23646/29767/54910/136319/150094/9472/187/26263/51177/1432/3815/840/785/1499/1760/3516/4089/4756/4775/5738/10014/10611/23028/85461/652/55544/55897/10398/9868/6648/3280/3845/23411/1948/3688/4204/4205/5573/5997/6926/8324/9643/10818/26057/64754/80005/1793/57486/8516/659/6608/8837/3488/5530/975/2475/8470/84525/93145/57496/28514/7168/7422/7490/4211/23250/287/133/650/824/983/1000/1491/1525/2069/3084/3880/4654/5156/5159/6272/6548/6662/7139/9043/9444/22943/23135/23462/30008/50507/50804/79365/79933/80208/144165/1311/4633/6546/5532/9780/55553/10290/1466/2294/4487/4621/8048/8841/10324/84466/115701/92737/4624/2852/577/207/5587/1827/3475/6443/9518/9948/10269/25842/255743/5999/4851/34/5936/6495/93649/3627/6899/55122/3021/627/5465/88/1140/8506/9794/10938/11214/26585/51676/84665/93166/9734/2931/70/688/4015/4617/6382/6909/51804/64091/221662/1910/8740/79191/79810/338773/9750/4856/2539/657/1482/3670/5155/5914/10211/81569/284217/3479/3792/284612/9474/27302/64208/80206/131377/6604/57190/3020/4323/9215/5629/100381270/7480/1048/2274/27063/4669/409/7138/3913/57462/3566/84193/10038/9759/811/2314/6910/10529/6830/7345/10266/64855/55909/84033/4656/5239/7040/5600/58/87/90/274/928/1025/1465/2022/2263/2318/2648/3912/4303/4814/7478/10467/25776/50937/221476/2876/51548/7290/8536/90410/89/6300/575/57591/4283/3908/57538/7273/56603/8912/9149/81029/4629/4618/2254/4773/7471/2255/3756/3856/6469/22953/23493/79652/92304/6261/552/11155/9096/23363/9172/58529/54361/170689/130827/246329/124857/8557/4625/89780/200539/1909/4703/284358/80313/8538/348093/5592/25802/58494/825/6474/1794/3764/4892/10939/7111/647589/29765",350
"GO:0048524","GO:0048524","positive regulation of viral process","61/14183","64/18870",1.97508802201454e-05,0.000162415947926435,8.76415968478304e-05,"558/1654/3838/5586/6780/23367/27183/201626/1642/23633/26986/128637/5034/90120/2332/5478/7153/51773/6609/7879/2040/5481/6352/30835/920/7155/56649/9217/51495/103/7251/6732/79720/4851/29883/5465/339390/972/6737/7301/3956/6733/55254/81559/104/1660/9474/5886/3434/9140/10475/7113/6895/3965/2494/29969/10450/10465/5045/3146/940",61
"GO:0008154","GO:0008154","actin polymerization or depolymerization","171/14183","196/18870",1.99655594375909e-05,0.000163969729762586,8.84800361945326e-05,"57580/1073/5921/5962/382/5216/5879/6712/6840/9113/9530/10565/29767/55761/79822/85464/136319/253260/8976/10109/93663/256949/8522/5756/118/120/2017/7408/10152/10787/11078/54434/64857/91663/5580/5581/1072/1236/1955/6711/10094/81873/84687/9168/2475/51429/2885/81553/1729/1739/2059/5063/5217/5290/9037/10810/23406/23580/55740/85477/130271/10006/119/9353/51466/11135/9948/51474/11034/342184/2909/6387/23075/25/88/822/829/2039/2150/6709/9873/10092/10456/10602/11151/85462/64223/3059/55971/2241/55604/7456/8936/56907/64423/1440/10178/22921/24142/57482/832/10093/26999/57553/3055/199/6366/1730/23242/80206/585/148170/9897/8195/50853/51019/283/830/7114/64780/3717/2314/9050/29108/51571/54961/4690/10435/57704/55243/54942/23189/2934/25959/90952/51734/84501/5296/274/6369/8440/10344/11013/11344/23616/57026/84221/10458/55845/163782/286527/23191/10677/9026/6708/6710/23500/81624/11170/146206/57731/2006/51332/5341/2185/79778/25802/395/7111/7429/29765",171
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","184/14183","212/18870",2.02321214877791e-05,0.000165945058226018,8.95459471659883e-05,"558/6659/387/51176/7048/6935/9655/3398/639/7494/5591/60/677/814/2736/3662/4092/4179/6598/6599/6602/8289/8744/8767/10193/29102/51043/55193/55274/196528/941/441478/54542/10524/1209/5777/57492/6522/861/86/80762/652/673/6666/149041/2064/678/6595/6597/6603/27166/6850/2547/7704/84807/9308/865/942/2625/3624/3659/4860/6647/8546/22890/57630/10385/7292/8876/51561/3902/56339/8651/864/3707/6654/3726/10875/25/3574/3575/3623/6601/8943/10892/57178/339390/2737/3440/972/3601/3456/572/84524/604/301/2309/100/101/430/1960/11221/5105/27177/3142/5914/6777/9760/25793/30009/64332/914/51412/84695/114770/6604/4323/6605/10125/7480/2621/3600/9840/55012/80149/5590/3593/3566/8995/3586/3606/3965/11005/282618/4192/3111/9092/54440/64410/2177/1840/2175/2648/5678/6422/6655/7001/29117/55795/79576/84433/5771/6461/23240/22806/3146/56603/940/6688/6363/5788/55626/10538/3135/3718/6469/5896/5897/56833/8808/259307/54106/257101/64115/3549/399/3635/114548/150372/6932/3561/3594/9580/3122",184
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity","54/14183","56/18870",2.09199244887589e-05,0.000171365911011389,9.24711044578208e-05,"142/641/5111/29980/55159/57697/64710/253714/1763/254394/259282/91607/10189/10498/546/25842/4683/22891/672/10111/580/5424/5932/7486/54465/378708/63901/5888/348654/10293/54962/675/25939/84515/545/9984/84083/201973/146956/8914/1025/55218/4796/50485/201254/4361/57662/84893/6419/154288/5426/441161/80198/197342",54
"GO:0010977","GO:0010977","negative regulation of neuron projection development","125/14183","140/18870",2.11187551468232e-05,0.000172772562966244,9.32301507528834e-05,"4193/7070/22876/382/1902/2043/2045/2316/2664/3066/5048/6049/7474/8408/8829/22902/29956/54910/120114/2288/6695/9860/57609/349667/4756/9139/9529/26052/8482/10498/3280/112/25987/7431/999/1942/1948/11075/23258/4133/10512/567/952/5376/5663/5780/9037/22943/81618/83999/2672/2048/9353/10371/84709/223117/157285/23111/23251/10507/29116/3475/10509/56963/6259/57142/2258/5802/1809/6696/22891/23557/53335/3601/5728/120892/9723/374946/5800/5793/1400/54437/64218/4504/22871/84062/112755/93650/55558/57556/8934/1630/9706/57715/23189/65078/162979/1020/2580/9423/10501/152559/348/6405/7025/80031/7869/27124/59341/129807/25791/4099/6014/89780/2670/10500/8831/393/10505/23105/10013/9856/1600/80128/1949",125
"GO:0007626","GO:0007626","locomotory behavior","175/14183","201/18870",2.11882506003474e-05,0.000173118873174377,9.34170239019363e-05,"55636/22876/372/10499/3236/3398/894/4929/463/1958/2043/2915/3251/5048/5090/5194/7248/28996/54982/1141/320/9611/55074/3766/257194/57144/6622/785/9698/55084/60314/2055/22941/9112/6648/91137/7846/5581/321/4204/6801/11315/57561/20/2475/6414/2395/1182/351/4211/5649/2059/4886/6505/6647/7080/9896/22911/23259/58524/80208/1813/5532/6323/51185/2257/793/18/1827/10269/25946/26058/6886/57282/29801/6387/220/1497/2668/10752/28964/55737/1826/1803/7988/57555/7054/5728/4864/5538/51286/120892/114/54112/84189/148523/3218/23230/23287/26090/57679/1476/4009/9099/6616/7545/55283/57152/460/9215/477/435/4669/409/123803/89797/1742/2741/2571/7345/3751/55236/3620/347148/1267/1621/3073/6623/56172/348/2548/2743/8704/6571/10882/27429/51643/538/8322/1996/2695/347730/163175/2861/80243/5309/551/1815/2911/3170/1136/4985/4987/64072/3235/23551/55079/57731/114781/4159/84152/1272/2019/1812/124925/2636/6900/238/3074/111/1600/1392/7111/2906/1949",175
"GO:0061614","GO:0061614","miRNA transcription","67/14183","71/18870",2.13183525711993e-05,0.000173881356198818,9.38284689027789e-05,"6722/57473/4086/4613/4609/5978/7157/2627/1958/3169/4091/5451/6720/7528/9612/26354/9611/1655/2099/3725/3091/6774/2908/4089/4775/7376/652/8061/367/2247/6597/57496/4781/7490/7003/2353/650/2625/6662/2113/4088/93649/5465/1956/7042/5970/5468/9314/7015/7124/2309/688/7291/657/5155/5914/5467/3586/4602/6721/7040/57591/5460/6688/2624/4804/8862",67
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","73/14183","78/18870",2.13361400513849e-05,0.000173881356198818,9.38284689027789e-05,"6659/9532/4085/4092/23560/8473/64844/2729/3984/7128/9529/55859/5581/65125/3304/5478/6125/11315/11338/3303/2534/6872/8878/9349/51035/54765/56271/84707/23251/207/857/339745/25/8864/9683/10253/10625/11261/151636/6135/3301/26271/51547/9373/80254/23376/54552/64359/10196/2874/9474/131377/143941/9636/55869/59343/819/409/27018/153769/6188/408/1020/6201/706/1407/51160/54984/575/374969/84875/84101/10459",73
"GO:0021549","GO:0021549","cerebellum development","95/14183","104/18870",2.16136408880867e-05,0.000175917922579536,9.49274245901448e-05,"2618/372/2146/1399/7157/1398/1902/2296/2736/3480/6095/6712/7515/9612/54910/136319/8861/4512/3975/3184/8851/9928/57107/4538/91137/7846/4204/6752/6608/5781/2735/28514/5663/23385/875/8455/256297/16/18/5270/8925/3309/5802/79809/25/5604/4967/5080/22891/471/51286/8648/23017/473/8443/23287/57502/4009/7476/5629/4669/2213/388610/6331/4192/1020/4760/10978/27089/2629/8704/6751/85442/2895/538/2637/8322/4983/146057/340719/64211/3746/7471/8941/9001/869/6753/1272/2019/124925/79934/23322/25861/5592/1600",95
